2.2	DOC3	XXX	它	个性	1
2.2	DOC8471	XXX	合资车	质量	1
2.2	DOC8471	XXX	国产的	价格	0
2.2	DOC8471	XXX	合资车	价格	0
2.2	DOC8485	XXX	国产福克斯	定价策略	0
2.2	DOC8485	XXX	新蒙迪欧	定价策略	0
2.2	DOC8487	XXX	两厢	风阻系数	0
2.2	DOC8487	XXX	JD	风阻系数	0
2.2	DOC8487	XXX	三厢	风阻系数	0
2.2	DOC8487	XXX	威乐	风阻系数	0
2.2	DOC8502	XXX	NULL	外形	-1
2.2	DOC8502	XXX	B5	外形	1
2.2	DOC8502	XXX	NULL	NULL	1
2.2	DOC8502	XXX	吉利	NULL	1
2.2	DOC8504	XXX	NULL	外型	-1
2.2	DOC8504	XXX	新式的捷达(CIX)以上级	外型	1
2.2	DOC8504	XXX	NULL	舒适性装置	-1
2.2	DOC8504	XXX	新式的捷达(CIX)以上级	舒适性装置	1
2.2	DOC8514	XXX	JW2.5	悬挂	1
2.2	DOC8514	XXX	老款	悬挂	-1
2.2	DOC8517	XXX	欧宝雅致1.8进口	功率	1
2.2	DOC8517	XXX	途安	功率	-1
2.2	DOC8539	XXX	君越	NULL	-1
2.2	DOC8539	XXX	宝马	NULL	1
2.2	DOC8550	XXX	新捷达	质量	-1
2.2	DOC8550	XXX	同价位国产车	质量	1
2.2	DOC8551	XXX	MDO	钢材	1
2.2	DOC8551	XXX	M6	钢材	-1
2.2	DOC8551	XXX	MDO	NULL	-1
2.2	DOC8551	XXX	M6	NULL	1
2.2	DOC8569	XXX	c5	外形	1
2.2	DOC8569	XXX	君威	外形	-1
2.2	DOC8580	XXX	NULL	定价	-1
2.2	DOC8580	XXX	现代途胜	定价	1
2.2	DOC8585	XXX	320	过弯、刹车等性能	0
2.2	DOC8585	XXX	318	过弯、刹车等性能	0
2.2	DOC8585	XXX	320	加速性能	0
2.2	DOC8585	XXX	318	加速性能	0
2.2	DOC8609	XXX	NULL	NULL	1
2.2	DOC8609	XXX	老款的PST1.8T	NULL	-1
2.2	DOC8627	XXX	凯越	性价比	1
2.2	DOC8627	XXX	依南特	性价比	-1
2.2	DOC8634	XXX	这款车	NULL	-1
2.2	DOC8634	XXX	同级的车型	NULL	1
2.2	DOC8662	XXX	NULL	声音	-1
2.2	DOC8662	XXX	日产骐达、本田思域	声音	1
2.2	DOC8666	XXX	雨燕	发动机	1
2.2	DOC8666	XXX	丰田8a	发动机	-1
2.2	DOC8666	XXX	雨燕	NULL	1
2.2	DOC8666	XXX	其它10万内的车	NULL	-1
2.2	DOC8668	XXX	NULL	日常维修保养的费用	1
2.2	DOC8668	XXX	其他车型	日常维修保养的费用	-1
2.2	DOC8673	XXX	世纪星“卓越者”	外观、内饰、安全性、舒适配置	1
2.2	DOC8673	XXX	原03款世纪星	外观、内饰、安全性、舒适配置	-1
2.2	DOC8677	XXX	原装的整车	工艺水平	1
2.2	DOC8677	XXX	国产车	工艺水平	-1
2.2	DOC8682	XXX	宝来	内饰	1
2.2	DOC8682	XXX	思域	内饰	-1
2.2	DOC8685	XXX	新旗云	噪音	-1
2.2	DOC8685	XXX	新N3	噪音	1
2.2	DOC8710	XXX	帕萨特2.0	声音	-1
2.2	DOC8710	XXX	进口原装车	声音	1
2.2	DOC8715	XXX	NULL	配置	1
2.2	DOC8725	XXX	NULL	配置、性能、节油、操控性	-1
2.2	DOC8725	XXX	M6、君威、雅阁、帕萨特	配置、性能、节油、操控性	1
2.2	DOC8744	XXX	C30	油门	-1
2.2	DOC8744	XXX	炫丽	油门	1
2.2	DOC8745	XXX	晶锐	空间	1
2.2	DOC8745	XXX	嘉年华	空间	-1
2.2	DOC8745	XXX	晶锐	内饰	1
2.2	DOC8745	XXX	嘉年华	内饰	-1
2.2	DOC8750	XXX	飞度	NULL	1
2.2	DOC8750	XXX	GOLF	NULL	-1
2.2	DOC8766	XXX	雨燕豪华自动款	音响	1
2.2	DOC8766	XXX	蓝鸟	音响	-1
2.2	DOC8784	XXX	宝来	NULL	1
2.2	DOC8784	XXX	捷达	NULL	-1
2.2	DOC8802	XXX	他	价	0
2.2	DOC8802	XXX	本田2.4	价	0
2.2	DOC8802	XXX	他	省油	-1
2.2	DOC8802	XXX	本田2.4	省油	1
2.2	DOC8822	XXX	NULL	性价比	1
2.2	DOC8822	XXX	KMR	性价比	-1
2.2	DOC8850	XXX	花冠	车身	-1
2.2	DOC8850	XXX	其他日本车	车身	-1
2.2	DOC8853	XXX	NULL	油费	1
2.2	DOC8853	XXX	别的加93的	油费	-1
2.2	DOC8896	XXX	NULL	铁皮	-1
2.2	DOC8896	XXX	阳光	铁皮	1
2.2	DOC8904	XXX	NULL	外形	1
2.2	DOC8904	XXX	老款奥拓	外形	-1
2.2	DOC8904	XXX	NULL	价格	-1
2.2	DOC8904	XXX	老款奥拓	价格	1
2.2	DOC8917	XXX	NULL	安全配置	0
2.2	DOC8917	XXX	2，3技术型	安全配置	0
2.2	DOC8931	XXX	CVT变速器	NULL	-1
2.2	DOC8931	XXX	普通的自动波箱	NULL	1
2.2	DOC8936	XXX	最新款的ZondaF	悬挂	1
2.2	DOC8936	XXX	C12S7.3	悬挂	-1
2.2	DOC8954	XXX	同配置车	NULL	-1
2.2	DOC8954	XXX	它	NULL	1
2.2	DOC8987	XXX	迈腾	性能	1
2.2	DOC8989	XXX	悦动	配置	-1
2.2	DOC8989	XXX	荣威550	配置	-1
2.2	DOC8989	XXX	悦动	油耗	-1
2.2	DOC8989	XXX	锋范	油耗	-1
2.2	DOC9000	XXX	它	钢板	-1
2.2	DOC9000	XXX	威驰	钢板	-1
2.2	DOC9004	XXX	NULL	噪音	-1
2.2	DOC9004	XXX	夏历	噪音	1
2.2	DOC9015	XXX	A3	NULL	1
2.2	DOC9023	XXX	晶锐	安全配置	-1
2.2	DOC9023	XXX	polo	安全配置	1
2.2	DOC9023	XXX	晶锐	服务	-1
2.2	DOC9023	XXX	其他上海大众车	服务	1
2.2	DOC9039	XXX	奥迪A6L	NULL	1
2.2	DOC9039	XXX	宝马5	NULL	-1
2.2	DOC9039	XXX	奥迪A6L	价格	0
2.2	DOC9039	XXX	宝马5	价格	0
2.2	DOC9048	XXX	NULL	油耗	-1
2.2	DOC9048	XXX	其它日系车	油耗	1
2.2	DOC9055	XXX	瑞虎3自动档	性价比	1
2.2	DOC9055	XXX	日系、韩系2.0手动档产品	性价比	-1
2.2	DOC9059	XXX	BORA	底盘	1
2.2	DOC9059	XXX	plm	底盘	-1
2.2	DOC9064	XXX	NULL	NULL	-1
2.2	DOC9064	XXX	爱丽舍	NULL	-1
2.2	DOC9070	XXX	高尔夫	前脸	0
2.2	DOC9070	XXX	老赛欧	前脸	0
2.2	DOC9074	XXX	3000	方向	1
2.2	DOC9074	XXX	NULL	方向	-1
2.2	DOC9079	XXX	NULL	NULL	1
2.2	DOC9079	XXX	天簌	NULL	-1
2.2	DOC9094	XXX	NULL	后排空间	-1
2.2	DOC9094	XXX	同级车	后排空间	1
2.2	DOC9097	XXX	凯越	外壳	-1
2.2	DOC9097	XXX	夏利	外壳	1
2.2	DOC9105	XXX	NULL	显示屏	0
2.2	DOC9105	XXX	毕加速、807	显示屏	0
2.2	DOC9105	XXX	NULL	显示屏	0
2.2	DOC9105	XXX	C8	显示屏	0
2.2	DOC9106	XXX	NULL	NULL	-1
2.2	DOC9106	XXX	丰田凯瑞美	NULL	1
2.2	DOC9106	XXX	NULL	NULL	-1
2.2	DOC9106	XXX	锐志	NULL	1
2.2	DOC9128	XXX	宝来，凯越	性价比	0
2.2	DOC9128	XXX	花冠	性价比	0
2.2	DOC9140	XXX	MG6	动力	1
2.2	DOC9140	XXX	那两个	动力	-1
2.2	DOC9142	XXX	华普303	造型	1
2.2	DOC9142	XXX	新旗云	造型	-1
2.2	DOC9146	XXX	飞渡	NULL	0
2.2	DOC9146	XXX	奔驰	NULL	0
2.2	DOC9146	XXX	飞渡	价钱	1
2.2	DOC9146	XXX	奔驰	价钱	-1
2.2	DOC9152	XXX	NULL	加速性	-1
2.2	DOC9152	XXX	捷达	加速性	1
2.2	DOC9161	XXX	荣御	内部	1
2.2	DOC9161	XXX	日本的豪华车	内部	-1
2.2	DOC9166	XXX	NULL	坐椅做工	-1
2.2	DOC9166	XXX	花冠	坐椅做工	1
2.2	DOC9167	XXX	国产	质量	-1
2.2	DOC9167	XXX	美国市场	质量	1
2.2	DOC9169	XXX	NULL	发动机性能	1
2.2	DOC9189	XXX	豪情化油器车	质量	1
2.2	DOC9189	XXX	电喷车豪情	质量	-1
2.2	DOC9189	XXX	豪情化油器车	质量	1
2.2	DOC9189	XXX	亮星	质量	-1
2.2	DOC9198	XXX	荣威W5	爬坡度	0
2.2	DOC9198	XXX	肩牧马人、悍马	爬坡度	0
2.2	DOC9218	XXX	机器	设定	1
2.2	DOC9218	XXX	Zonda	设定	-1
2.2	DOC9227	XXX	威驰	外观工艺	1
2.2	DOC9227	XXX	飞渡	外观工艺	-1
2.2	DOC9236	XXX	凯越	发动机	0
2.2	DOC9236	XXX	赛欧	发动机	0
2.2	DOC9254	XXX	2004FORENZA	外型	0
2.2	DOC9254	XXX	KY	外型	0
2.2	DOC9255	XXX	海马323	NULL	1
2.2	DOC9255	XXX	这款车	NULL	-1
2.2	DOC9305	XXX	君越	NULL	1
2.2	DOC9326	XXX	一个厂家	年产量	1
2.2	DOC9326	XXX	所有厂家	年产量	-1
2.2	DOC9328	XXX	NULL	NULL	1
2.2	DOC9328	XXX	日系车	NULL	-1
2.2	DOC9331	XXX	POLO1.6L	功率	1
2.2	DOC9331	XXX	POLO1.4L	功率	-1
2.2	DOC9331	XXX	POLO1.6L	扭矩	1
2.2	DOC9331	XXX	POLO1.4L	扭矩	-1
2.2	DOC9338	XXX	奔腾	性价比	1
2.2	DOC9338	XXX	奔腾	操控性	1
2.2	DOC9341	XXX	捷达	销售量	1
2.2	DOC9341	XXX	桑塔纳	销售量	-1
2.2	DOC9342	XXX	1.6L	油耗	0
2.2	DOC9342	XXX	1.4L的POLO	油耗	0
2.2	DOC9343	XXX	红旗	综合指标	1
2.2	DOC9343	XXX	GB，BK，PST	综合指标	-1
2.2	DOC9344	XXX	NULL	声	-1
2.2	DOC9344	XXX	法拉利	声	1
2.2	DOC9358	XXX	小五	NULL	1
2.2	DOC9358	XXX	奥迪A6	NULL	-1
2.2	DOC9399	XXX	这款车型	技术底盘	0
2.2	DOC9399	XXX	沃尔沃S40	技术底盘	0
2.2	DOC9403	XXX	别克G天窗版	优惠政策	1
2.2	DOC9403	XXX	帕萨特	优惠政策	1
2.2	DOC9405	XXX	凯旋	最大功率	1
2.2	DOC9405	XXX	速腾	最大功率	-1
2.2	DOC9405	XXX	凯旋	最大扭距	1
2.2	DOC9405	XXX	速腾	最大扭距	-1
2.2	DOC9409	XXX	NULL	油耗	1
2.2	DOC9409	XXX	1.6排量的轿车	油耗	-1
2.2	DOC9410	XXX	夏利	功率	1
2.2	DOC9410	XXX	吉利	功率	1
2.2	DOC9410	XXX	夏利	速度	0
2.2	DOC9410	XXX	吉利	速度	0
2.2	DOC9410	XXX	夏利	提速	1
2.2	DOC9410	XXX	吉利	提速	-1
2.2	DOC9421	XXX	大车	NULL	0
2.2	DOC9421	XXX	小车	NULL	0
2.2	DOC9432	XXX	2.0	发动机	1
2.2	DOC9432	XXX	马6	发动机	-1
2.2	DOC9440	XXX	NULL	地盘悬挂、隔音、发动机动静，中段的再加速	1
2.2	DOC9440	XXX	老高尔夫	地盘悬挂、隔音、发动机动静，中段的再加速	-1
2.2	DOC9481	XXX	04款解答	声音	-1
2.2	DOC9481	XXX	03海风之旅	声音	1
2.2	DOC9481	XXX	04款解答	震动	-1
2.2	DOC9481	XXX	03海风之旅	震动	1
2.2	DOC9511	XXX	PP	NULL	0
2.2	DOC9511	XXX	速腾	NULL	0
2.2	DOC9514	XXX	NULL	尾灯形状	0
2.2	DOC9514	XXX	标致207CC	尾灯形状	0
2.2	DOC9524	XXX	荣威	做工，配置	1
2.2	DOC9524	XXX	合资品牌	做工，配置	-1
2.2	DOC9532	XXX	宝马	科技	1
2.2	DOC9532	XXX	奔驰	科技	-1
2.2	DOC9532	XXX	宝马	科技	-1
2.2	DOC9532	XXX	奥迪	科技	1
2.2	DOC9536	XXX	逍客	内部空间	-1
2.2	DOC9536	XXX	CRV	内部空间	1
2.2	DOC9537	XXX	4门版	运动性	1
2.2	DOC9537	XXX	V8轿跑	运动性	-1
2.2	DOC9547	XXX	PST	内饰	-1
2.2	DOC9547	XXX	本田	内饰	1
2.2	DOC9548	XXX	丰田	产量	-1
2.2	DOC9548	XXX	其他的竞争对手	产量	1
2.2	DOC9570	XXX	丰田花冠、本田、尼桑	高暴利	-1
2.2	DOC9579	XXX	嘉实多0W40	NULL	1
2.2	DOC9579	XXX	壳牌0W30	NULL	-1
2.2	DOC9583	XXX	C5	配置	-1
2.2	DOC9583	XXX	日系车	配置	1
2.2	DOC9589	XXX	MG6	外观	1
2.2	DOC9589	XXX	那两个	外观	-1
2.2	DOC9590	XXX	1.6的马3	加速	-1
2.2	DOC9590	XXX	1.8的卡罗拉	加速	1
2.2	DOC9593	XXX	帕萨特	内饰	1
2.2	DOC9622	XXX	天籁	NULL	1
2.2	DOC9622	XXX	锐志	NULL	-1
2.2	DOC9624	XXX	嘉年华	燃油经济性	1
2.2	DOC9624	XXX	其他车型	燃油经济性	-1
2.2	DOC9636	XXX	C5	静音	1
2.2	DOC9636	XXX	C5	舒适	1
2.2	DOC9641	XXX	旗云最基本型	配置	1
2.2	DOC9641	XXX	新捷达豪华型GIF	配置	-1
2.2	DOC9676	XXX	NULL	维修点的环境	-1
2.2	DOC9676	XXX	其它4S店	维修点的环境	1
2.2	DOC9683	XXX	JW	NULL	-1
2.2	DOC9683	XXX	YG	NULL	1
2.2	DOC9698	XXX	NULL	提速	1
2.2	DOC9698	XXX	北斗星	提速	-1
2.2	DOC9707	XXX	悦动	内饰配置	-1
2.2	DOC9707	XXX	荣威550	内饰配置	1
2.2	DOC9746	XXX	奇瑞	前途	1
2.2	DOC9746	XXX	华晨	前途	-1
2.2	DOC9751	XXX	NULL	外观	1
2.2	DOC9751	XXX	雅阁、凯米瑞、迈腾	外观	-1
2.2	DOC9755	XXX	M6	NULL	1
2.2	DOC9755	XXX	宝来	NULL	-1
2.2	DOC9757	XXX	爱丽舍16v	发动机功率	1
2.2	DOC9757	XXX	捷达	发动机功率	-1
2.2	DOC9757	XXX	爱丽舍16v	油耗	1
2.2	DOC9757	XXX	捷达	油耗	-1
2.2	DOC9757	XXX	爱丽舍16v	内饰	1
2.2	DOC9757	XXX	捷达	内饰	-1
2.2	DOC9757	XXX	爱丽舍16v	底盘	1
2.2	DOC9757	XXX	捷达	底盘	-1
2.2	DOC9774	XXX	POLO	NULL	-1
2.2	DOC9774	XXX	FIT	NULL	1
2.2	DOC9775	XXX	车子	外观	1
2.2	DOC9775	XXX	一般的同级车	外观	-1
2.2	DOC9788	XXX	宝马	附加值	-1
2.2	DOC9788	XXX	奥迪	附加值	1
2.2	DOC9790	XXX	NULL	关车门的声音	0
2.2	DOC9790	XXX	夏历	关车门的声音	0
2.2	DOC9797	XXX	NULL	避震	1
2.2	DOC9797	XXX	奔驰E300	避震	-1
2.2	DOC9798	XXX	香槟银	性能	1
2.2	DOC9798	XXX	富康	性能	-1
2.2	DOC9798	XXX	香槟银	NULL	1
2.2	DOC9798	XXX	帕杰罗	NULL	1
2.2	DOC9808	XXX	NULL	NULL	0
2.2	DOC9808	XXX	原来1.6宝来	NULL	0
2.2	DOC9814	XXX	此车	档次	1
2.2	DOC9814	XXX	桑塔纳2000	档次	-1
2.2	DOC9818	XXX	它	设计	-1
2.2	DOC9818	XXX	福美来	设计	1
2.2	DOC9823	XXX	这款机	加速性能	1
2.2	DOC9823	XXX	1.0	加速性能	-1
2.2	DOC9825	XXX	NULL	装配质量	-1
2.2	DOC9825	XXX	大众车	装配质量	1
2.2	DOC9831	XXX	它	车内	0
2.2	DOC9831	XXX	其他车型	车内	0
2.2	DOC9831	XXX	它	外观	0
2.2	DOC9831	XXX	其他车型	外观	0
2.2	DOC9836	XXX	逍客	卖价	1
2.2	DOC9836	XXX	紧凑型SUV	卖价	-1
2.2	DOC9863	XXX	天津华利	品牌	0
2.2	DOC9863	XXX	QQ	品牌	0
2.2	DOC9880	XXX	这款车	动力	1
2.2	DOC9880	XXX	怕萨特	动力	-1
2.2	DOC9903	XXX	赛拉图	发动机	0
2.2	DOC9903	XXX	千里马	发动机	0
2.2	DOC9912	XXX	大众3000	NULL	0
2.2	DOC9912	XXX	2000	NULL	0
2.2	DOC9923	XXX	YLT1.6手动标准型	性价比	1
2.2	DOC9923	XXX	KY1.6舒适型	性价比	-1
2.2	DOC9933	XXX	凯越	空间	1
2.2	DOC9933	XXX	福美来	空间	-1
2.2	DOC9933	XXX	凯越	车顶	1
2.2	DOC9933	XXX	福美来	车顶	-1
2.2	DOC9933	XXX	凯越	前座椅	1
2.2	DOC9933	XXX	福美来	前座椅	-1
2.2	DOC9954	XXX	别的维修车	震动	-1
2.2	DOC9954	XXX	我的车	震动	1
2.2	DOC9967	XXX	速腾	价格	-1
2.2	DOC9967	XXX	408	价格	1
2.2	DOC9969	XXX	新雅阁2.0	耗油	-1
2.2	DOC9969	XXX	passat2.0	耗油	1
2.2	DOC9973	XXX	NULL	颜色	1
2.2	DOC9973	XXX	北斗星	颜色	-1
2.2	DOC9975	XXX	NULL	操控性能	-1
2.2	DOC9975	XXX	大多数车	操控性能	1
2.2	DOC9983	XXX	NULL	空间	-1
2.2	DOC9983	XXX	福特嘉年华	空间	1
